review_id,rating,text,review_url,user_id,Store_name,SOURCE,DATE_SCRAPED
S5qq0WvAcCCi4nRtvm2QBg,5,"Honestly just glad this place was open--unlike two other shops I tried today. Decent selection, Bella is super cool",https://www.yelp.com/biz/supreme-og-los-angeles?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&hrid=S5qq0WvAcCCi4nRtvm2QBg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,XtalibAUduexZqRra32eQg,Supreme OG,yelp,11-17-2019
oFC-1aRyEBkuNGA4XWkgzA,5,"Amazing! This was the first time i've ever had cannabis delivered so i was a little nervous. I called with a couple questions, placed my order online at 5pm...",https://www.yelp.com/biz/goddess-delivers-los-angeles?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&hrid=oFC-1aRyEBkuNGA4XWkgzA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,N4ow3mnOXZjfIv18L2dshQ,Goddess Delivers,yelp,11-17-2019
b30EfdCtV1ruZPcdx6aaGA,5,"i purchased kiva edibles, (which happen to be my favorite). they were having a buy 1 get 1 50% off special at the time which was great because the money...",https://www.yelp.com/biz/goddess-delivers-los-angeles?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&hrid=b30EfdCtV1ruZPcdx6aaGA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,o29TSqaHxQdHNB4hmSmzCw,Goddess Delivers,yelp,11-17-2019
tF7PQZIoHz0_fXMak3Odaw,5,"Some seriously awesome customer service, as well as product. I was evacuated from my home due to a wild fire this past summer, emailed the company to let...",https://www.yelp.com/biz/goddess-delivers-los-angeles?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&hrid=tF7PQZIoHz0_fXMak3Odaw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,SXu0ATVZrXcQOwSHBgqlVA,Goddess Delivers,yelp,11-17-2019
9hnFyhyRJpWrBT8E53Xuuw,5,"Just wanted say thanks to Garrett man, made me feel like I've known him for a while. Thanks for the suggestion boss.

Love this place, the music and...",https://www.yelp.com/biz/rose-collective-venice?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&hrid=9hnFyhyRJpWrBT8E53Xuuw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,wZNYcDIXYiI4imTnMliqYQ,Rose Collective,yelp,11-17-2019
GZNeQ8R9gUM_9KpVNIDp9Q,5,"Garrett at Rose Collective plays an important role on my health team, and although he is not an MD, he IS a health care professional. Like more and more of...",https://www.yelp.com/biz/rose-collective-venice?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&hrid=GZNeQ8R9gUM_9KpVNIDp9Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,aKvSVee111b1Jyv8oP9PDA,Rose Collective,yelp,11-17-2019
INfmA4oNWaIO3ULOzMvXFQ,5,"I'm in town for work so naturally, I had to come to one of my favorite places. 

The kind and knowledgeable folks of rose collective made my day. I always...",https://www.yelp.com/biz/rose-collective-venice?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&hrid=INfmA4oNWaIO3ULOzMvXFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,duURYPtnlbPXbqS6k8Ks9g,Rose Collective,yelp,11-17-2019
CeYtaeqpWwwRRJx5rIRt-g,5,Best dispensary in LA!!! Super helpful and friendly staff. Bomb flower selection. Tons of carts and edibles. You gotta check this spot out!,https://www.yelp.com/biz/exclusive-caregivers-of-california-los-angeles-2?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&hrid=CeYtaeqpWwwRRJx5rIRt-g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,kPjQiXTA4hq-sGD8Z614TQ,Exclusive Caregivers Of California,yelp,11-17-2019
wCAPEMkRPkiPECeJ6n6XwQ,5,The best shop in la best deals great buds.go check them out they won't let u down.ginger snap is fire on my way there to grab me some.budtenders are on...,https://www.yelp.com/biz/exclusive-caregivers-of-california-los-angeles-2?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&hrid=wCAPEMkRPkiPECeJ6n6XwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,Kt5boZ6LgGPsVzbjb-lKZg,Exclusive Caregivers Of California,yelp,11-17-2019
HiSplb4iSEQRmnvGKkhYVg,5,As a first time patient and for my first experience for acquiring my medicine I find that I was quickly helped and attended I didn't want to leave! Got to...,https://www.yelp.com/biz/exclusive-caregivers-of-california-los-angeles-2?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&hrid=HiSplb4iSEQRmnvGKkhYVg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,z35Dw55uYMYcFyxN4y_alQ,Exclusive Caregivers Of California,yelp,11-17-2019
